accuracy,coverage,episode,epsilon_m,epsilon_w,mapper_return,phase,rolling_success_100,steps,success,update_mapper,update_walker,walker_return
0.9404761904761905,0.9404761904761905,30,0.0,0.9559651851623879,54.17857142857183,W_warmup_6x6,0.2903225806451613,315,0,,,-205.5499999999995
0.9880952380952381,0.9880952380952381,31,0.0,0.9545312373846444,73.38333333333335,W_warmup_6x6,0.3125,115,1,,,19.111904761904764
0.9404761904761905,0.9404761904761905,32,0.0,0.9530994405285675,55.77857142857196,W_warmup_6x6,0.30303030303030304,315,0,,,-205.74999999999937
0.9761904761904762,0.9761904761904762,33,0.0,0.9516697913677747,57.93571428571478,W_warmup_6x6,0.29411764705882354,315,0,,,-187.24999999999977
0.9880952380952381,0.9880952380952381,34,0.0,0.9502422866807231,70.51476190476231,W_warmup_6x6,0.3142857142857143,259,1,,,-120.13666666666676
0.9761904761904762,0.9761904761904762,35,0.0,0.9488169232507021,55.73571428571479,W_warmup_6x6,0.3055555555555556,315,0,,,-192.04999999999959
1.0,1.0,36,0.0,0.9473936978658261,72.85571428571421,W_warmup_6x6,0.32432432432432434,213,1,,,-64.26142857142874
0.9523809523809523,0.9523809523809523,37,0.0,0.9459726073190273,56.16428571428623,W_warmup_6x6,0.3157894736842105,315,0,,,-214.74999999999946
0.9880952380952381,0.9880952380952381,38,0.0,0.9445536484080489,75.84523809523823,W_warmup_6x6,0.3333333333333333,125,1,,,25.37380952380949
0.9880952380952381,0.9880952380952381,39,0.0,0.9431368179354369,74.29000000000016,W_warmup_6x6,0.35,171,1,,,-22.90142857142861
0.9523809523809523,0.9523809523809523,40,0.0,0.9417221127085338,54.96428571428579,W_warmup_6x6,0.34146341463414637,315,0,,,-217.54999999999941
0.9404761904761905,0.9404761904761905,41,0.0,0.940309529539471,55.77857142857194,W_warmup_6x6,0.3333333333333333,315,0,,,-198.8499999999996
0.9761904761904762,0.9761904761904762,42,0.0,0.9388990652451619,58.1357142857147,W_warmup_6x6,0.32558139534883723,315,0,,,-191.74999999999974
0.9880952380952381,0.9880952380952381,43,0.0,0.9374907166472941,74.32952380952392,W_warmup_6x6,0.3409090909090909,158,1,,,-12.60190476190481
0.9880952380952381,0.9880952380952381,44,0.0,0.9360844805723233,75.94666666666669,W_warmup_6x6,0.35555555555555557,122,1,,,16.935238095238063
0.8809523809523809,0.8809523809523809,45,0.0,0.9346803538514649,51.45000000000049,W_warmup_6x6,0.34782608695652173,315,0,,,-216.84999999999937
1.0,1.0,46,0.0,0.9332783333206877,73.47571428571437,W_warmup_6x6,0.3617021276595745,171,1,,,-20.6014285714286
0.9404761904761905,0.9404761904761905,47,0.0,0.9318784158207067,54.57857142857193,W_warmup_6x6,0.3541666666666667,315,0,,,-201.04999999999956
1.0,1.0,48,0.0,0.9304805981969757,70.41571428571476,W_warmup_6x6,0.3673469387755102,297,1,,,-151.38142857142833
0.9880952380952381,0.9880952380952381,49,0.0,0.9290848772996803,72.54047619047638,W_warmup_6x6,0.38,205,1,,,-59.03095238095236
0.9642857142857143,0.9642857142857143,50,0.0,0.9276912499837309,56.950000000000486,W_warmup_6x6,0.37254901960784315,315,0,,,-198.94999999999962
0.9761904761904762,0.9761904761904762,51,0.0,0.9262997131087553,55.73571428571448,W_warmup_6x6,0.36538461538461536,315,0,,,-207.6499999999996
1.0,1.0,52,0.0,0.9249102635390922,70.9904761904764,W_warmup_6x6,0.37735849056603776,280,1,,,-142.56666666666666
0.9880952380952381,0.9880952380952381,53,0.0,0.9235228981437836,68.49190476190523,W_warmup_6x6,0.3888888888888889,307,1,,,-180.31952380952336
1.0,1.0,54,0.0,0.922137613796568,70.37380952380974,W_warmup_6x6,0.4,245,1,,,-113.88333333333344
0.9642857142857143,0.9642857142857143,55,0.0,0.9207544073758732,55.750000000000256,W_warmup_6x6,0.39285714285714285,315,0,,,-217.54999999999927
1.0,1.0,56,0.0,0.9193732757648094,69.76238095238091,W_warmup_6x6,0.40350877192982454,269,1,,,-146.67476190476165
0.8452380952380952,0.8452380952380952,57,0.0,0.9179942158511623,49.49285714285762,W_warmup_6x6,0.39655172413793105,315,0,,,-224.9499999999994
0.9761904761904762,0.9761904761904762,58,0.0,0.9166172245273856,58.135714285714684,W_warmup_6x6,0.3898305084745763,315,0,,,-197.74999999999966
0.9761904761904762,0.9761904761904762,59,0.0,0.9152422986905945,58.135714285714805,W_warmup_6x6,0.38333333333333336,315,0,,,-186.7499999999997
1.0,1.0,60,0.0,0.9138694352425587,71.87523809523844,W_warmup_6x6,0.39344262295081966,242,1,,,-97.02190476190484
0.8095238095238095,0.8095238095238095,61,0.0,0.9124986310896949,44.335714285714715,W_warmup_6x6,0.3870967741935484,315,0,,,-231.34999999999934
0.75,0.75,62,0.0,0.9111298831430604,40.40714285714288,W_warmup_6x6,0.38095238095238093,315,0,,,-271.34999999999934
0.9880952380952381,0.9880952380952381,63,0.0,0.9097631883183459,73.10666666666691,W_warmup_6x6,0.390625,206,1,,,-61.08476190476194
0.9880952380952381,0.9880952380952381,64,0.0,0.9083985435358684,73.48428571428589,W_warmup_6x6,0.4,183,1,,,-33.04714285714287
0.8809523809523809,0.8809523809523809,65,0.0,0.9070359457205647,50.650000000000546,W_warmup_6x6,0.3939393939393939,315,0,,,-209.04999999999941
0.9880952380952381,0.9880952380952381,66,0.0,0.9056753918019839,68.49190476190527,W_warmup_6x6,0.40298507462686567,307,1,,,-188.2195238095233
0.9642857142857143,0.9642857142857143,67,0.0,0.9043168787142809,57.350000000000534,W_warmup_6x6,0.39705882352941174,315,0,,,-195.04999999999956
0.9285714285714286,0.9285714285714286,68,0.0,0.9029604033962095,54.79285714285761,W_warmup_6x6,0.391304347826087,315,0,,,-204.64999999999944
1.0,1.0,69,0.0,0.9016059627911153,70.58476190476233,W_warmup_6x6,0.4,292,1,,,-134.412380952381
1.0,1.0,70,0.0,0.9002535538469286,74.70380952380978,W_warmup_6x6,0.4084507042253521,182,1,,,-20.493333333333315
0.9880952380952381,0.9880952380952381,71,0.0,0.8989031735161583,74.797142857143,W_warmup_6x6,0.4166666666666667,156,1,,,-7.494285714285784
1.0,1.0,72,0.0,0.8975548187558842,76.46190476190489,W_warmup_6x6,0.4246575342465753,130,1,,,28.604761904761915
0.9880952380952381,0.9880952380952381,73,0.0,0.8962084865277503,74.25619047619058,W_warmup_6x6,0.43243243243243246,172,1,,,-26.65523809523809
0.6666666666666666,0.6666666666666666,74,0.0,0.8948641737979588,36.3071428571433,W_warmup_6x6,0.4266666666666667,315,0,,,-279.94999999999936
0.8928571428571429,0.8928571428571429,75,0.0,0.8935218775372619,52.63571428571467,W_warmup_6x6,0.42105263157894735,315,0,,,-209.74999999999946
0.9880952380952381,0.9880952380952381,76,0.0,0.892181594720956,68.2666666666671,W_warmup_6x6,0.42857142857142855,290,1,,,-147.00476190476175
0.9880952380952381,0.9880952380952381,77,0.0,0.8908433223288746,74.89857142857161,W_warmup_6x6,0.4358974358974359,153,1,,,-7.332857142857186
0.9166666666666666,0.9166666666666666,78,0.0,0.8895070573453814,54.20714285714322,W_warmup_6x6,0.43037974683544306,315,0,,,-189.6499999999996
0.9761904761904762,0.9761904761904762,79,0.0,0.8881727967593633,54.33571428571476,W_warmup_6x6,0.425,315,0,,,-197.94999999999953
0.8690476190476191,0.8690476190476191,80,0.0,0.8868405375642243,51.064285714285994,W_warmup_6x6,0.41975308641975306,315,0,,,-217.1499999999993
0.9761904761904762,0.9761904761904762,81,0.0,0.8855102767578781,57.33571428571478,W_warmup_6x6,0.4146341463414634,315,0,,,-198.04999999999959
1.0,1.0,82,0.0,0.8841820113427413,74.98000000000017,W_warmup_6x6,0.42168674698795183,162,1,,,-9.117142857142882
0.9285714285714286,0.9285714285714286,83,0.0,0.8828557383257273,53.792857142857606,W_warmup_6x6,0.4166666666666667,315,0,,,-210.54999999999953
1.0,1.0,84,0.0,0.8815314547182387,74.29809523809539,W_warmup_6x6,0.4235294117647059,194,1,,,-42.43904761904759
0.8809523809523809,0.8809523809523809,85,0.0,0.8802091575361614,51.85000000000049,W_warmup_6x6,0.4186046511627907,315,0,,,-197.14999999999932
1.0,1.0,86,0.0,0.8788888437998572,72.15142857142888,W_warmup_6x6,0.42528735632183906,222,1,,,-81.44571428571433
0.9047619047619048,0.9047619047619048,87,0.0,0.8775705105341575,53.42142857142911,W_warmup_6x6,0.42045454545454547,315,0,,,-188.94999999999953
1.0,1.0,88,0.0,0.8762541547683562,73.3514285714289,W_warmup_6x6,0.42696629213483145,222,1,,,-73.44571428571427
0.9880952380952381,0.9880952380952381,89,0.0,0.8749397735362038,69.32285714285754,W_warmup_6x6,0.43333333333333335,312,1,,,-180.68857142857095
0.9642857142857143,0.9642857142857143,90,0.0,0.8736273638758996,57.35000000000054,W_warmup_6x6,0.42857142857142855,315,0,,,-197.44999999999948
0.9761904761904762,0.9761904761904762,91,0.0,0.8723169228300857,56.135714285714734,W_warmup_6x6,0.42391304347826086,315,0,,,-194.04999999999956
1.0,1.0,92,0.0,0.8710084474458406,71.4919047619052,W_warmup_6x6,0.43010752688172044,277,1,,,-133.50523809523807
1.0,1.0,93,0.0,0.869701934774672,67.41333333333333,W_warmup_6x6,0.43617021276595747,232,1,,,-105.98380952380982
0.9880952380952381,0.9880952380952381,94,0.0,0.8683973818725099,73.46761904761902,W_warmup_6x6,0.4421052631578947,148,1,,,-10.463809523809504
0.9761904761904762,0.9761904761904762,95,0.0,0.8670947857997012,58.13571428571474,W_warmup_6x6,0.4375,315,0,,,-194.14999999999958
0.9047619047619048,0.9047619047619048,96,0.0,0.8657941436210017,53.42142857142896,W_warmup_6x6,0.4329896907216495,315,0,,,-215.94999999999945
0.9880952380952381,0.9880952380952381,97,0.0,0.8644954524055702,74.4928571428573,W_warmup_6x6,0.4387755102040816,165,1,,,-8.778571428571457
0.8571428571428571,0.8571428571428571,98,0.0,0.863198709226962,49.27857142857175,W_warmup_6x6,0.43434343434343436,315,0,,,-226.94999999999922
0.8571428571428571,0.8571428571428571,99,0.0,0.8619039111631216,50.27857142857174,W_warmup_6x6,0.43,315,0,,,-202.04999999999947
1.0,1.0,100,0.0,0.8606110552963769,72.78809523809548,W_warmup_6x6,0.44,215,1,,,-78.86904761904773
0.9761904761904762,0.9761904761904762,101,0.0,0.8593201387134324,58.13571428571482,W_warmup_6x6,0.44,315,0,,,-175.6499999999997
1.0,1.0,102,0.0,0.8580311585053623,71.94000000000038,W_warmup_6x6,0.45,246,1,,,-94.83714285714304
1.0,1.0,103,0.0,0.8567441117676043,73.04714285714311,W_warmup_6x6,0.45,231,1,,,-80.63000000000007
0.9404761904761905,0.9404761904761905,104,0.0,0.855458995599953,54.17857142857183,W_warmup_6x6,0.44,315,0,,,-197.94999999999956
1.0,1.0,105,0.0,0.854175807106553,71.2133333333335,W_warmup_6x6,0.44,232,1,,,-93.08380952380968
0.9880952380952381,0.9880952380952381,106,0.0,0.8528945433958933,72.34047619047624,W_warmup_6x6,0.45,205,1,,,-52.63095238095224
0.9880952380952381,0.9880952380952381,107,0.0,0.8516152015807995,77.84000000000003,W_warmup_6x6,0.46,66,1,,,94.84857142857138
0.8809523809523809,0.8809523809523809,108,0.0,0.8503377787784283,50.850000000000485,W_warmup_6x6,0.46,315,0,,,-195.34999999999945
1.0,1.0,109,0.0,0.8490622721102608,70.24380952381,W_warmup_6x6,0.47,308,1,,,-165.2733333333329
0.9880952380952381,0.9880952380952381,110,0.0,0.8477886787020954,73.88428571428585,W_warmup_6x6,0.48,183,1,,,-36.04714285714284
0.9880952380952381,0.9880952380952381,111,0.0,0.8465169956840423,72.19666666666697,W_warmup_6x6,0.48,227,1,,,-82.31476190476198
0.9880952380952381,0.9880952380952381,112,0.0,0.8452472201905163,70.48666666666696,W_warmup_6x6,0.49,248,1,,,-109.54476190476208
0.9880952380952381,0.9880952380952381,113,0.0,0.8439793493602306,70.99666666666693,W_warmup_6x6,0.5,227,1,,,-80.91476190476202
0.8571428571428571,0.8571428571428571,114,0.0,0.8427133803361903,50.278571428571865,W_warmup_6x6,0.5,315,0,,,-187.04999999999964
0.9880952380952381,0.9880952380952381,115,0.0,0.841449310265686,75.43952380952399,W_warmup_6x6,0.51,137,1,,,21.328095238095273
0.9761904761904762,0.9761904761904762,116,0.0,0.8401871363002875,56.73571428571473,W_warmup_6x6,0.51,315,0,,,-187.5499999999997
0.9761904761904762,0.9761904761904762,117,0.0,0.8389268555958371,58.135714285714826,W_warmup_6x6,0.51,315,0,,,-180.2499999999997
0.9761904761904762,0.9761904761904762,118,0.0,0.8376684653124434,58.13571428571477,W_warmup_6x6,0.51,315,0,,,-204.54999999999947
0.9642857142857143,0.9642857142857143,119,0.0,0.8364119626144748,56.95000000000045,W_warmup_6x6,0.51,315,0,,,-200.14999999999944
0.9880952380952381,0.9880952380952381,120,0.0,0.8351573446705531,71.34857142857145,W_warmup_6x6,0.52,258,1,,,-116.48285714285734
0.9642857142857143,0.9642857142857143,121,0.0,0.8339046086535474,57.35000000000041,W_warmup_6x6,0.51,315,0,,,-201.2499999999995
0.9761904761904762,0.9761904761904762,122,0.0,0.8326537517405671,58.135714285714805,W_warmup_6x6,0.51,315,0,,,-186.7499999999997
0.8809523809523809,0.8809523809523809,123,0.0,0.8314047711129563,51.45000000000049,W_warmup_6x6,0.51,315,0,,,-212.0499999999994
1.0,1.0,124,0.0,0.8301576639562869,72.23571428571452,W_warmup_6x6,0.52,255,1,,,-94.72142857142867
0.9404761904761905,0.9404761904761905,125,0.0,0.8289124274603525,55.778571428571965,W_warmup_6x6,0.52,315,0,,,-184.84999999999965
0.9761904761904762,0.9761904761904762,126,0.0,0.8276690588191621,57.335714285714765,W_warmup_6x6,0.51,315,0,,,-184.4499999999996
0.9285714285714286,0.9285714285714286,127,0.0,0.8264275552309334,54.99285714285761,W_warmup_6x6,0.5,315,0,,,-206.24999999999946
0.9880952380952381,0.9880952380952381,128,0.0,0.825187913898087,71.354285714286,W_warmup_6x6,0.5,246,1,,,-99.637142857143
0.9761904761904762,0.9761904761904762,129,0.0,0.8239501320272399,57.335714285714744,W_warmup_6x6,0.49,315,0,,,-188.34999999999962
0.8571428571428571,0.8571428571428571,130,0.0,0.822714206829199,49.478571428571804,W_warmup_6x6,0.49,315,0,,,-215.7499999999994
0.9880952380952381,0.9880952380952381,131,0.0,0.8214801355189554,73.85047619047636,W_warmup_6x6,0.49,184,1,,,-30.000952380952413
0.9761904761904762,0.9761904761904762,132,0.0,0.820247915315677,56.335714285714765,W_warmup_6x6,0.49,315,0,,,-193.74999999999946
0.9880952380952381,0.9880952380952381,133,0.0,0.8190175434427035,74.56047619047635,W_warmup_6x6,0.5,163,1,,,-27.470952380952358
0.9404761904761905,0.9404761904761905,134,0.0,0.8177890171275395,55.77857142857191,W_warmup_6x6,0.49,315,0,,,-207.8499999999994
0.9880952380952381,0.9880952380952381,135,0.0,0.8165623336018482,71.14571428571458,W_warmup_6x6,0.5,264,1,,,-120.30571428571434
0.8095238095238095,0.8095238095238095,136,0.0,0.8153374901014455,47.13571428571478,W_warmup_6x6,0.49,315,0,,,-215.6499999999994
1.0,1.0,137,0.0,0.8141144838662934,73.29523809523835,W_warmup_6x6,0.5,200,1,,,-39.96190476190466
1.0,1.0,138,0.0,0.812893312140494,76.52952380952397,W_warmup_6x6,0.5,128,1,,,40.51238095238101
0.9642857142857143,0.9642857142857143,139,0.0,0.8116739721722832,56.75000000000053,W_warmup_6x6,0.49,315,0,,,-198.04999999999953
0.9761904761904762,0.9761904761904762,140,0.0,0.8104564612140248,58.13571428571479,W_warmup_6x6,0.49,315,0,,,-172.1499999999997
0.9642857142857143,0.9642857142857143,141,0.0,0.8092407765222038,57.3500000000005,W_warmup_6x6,0.49,315,0,,,-196.34999999999954
0.9880952380952381,0.9880952380952381,142,0.0,0.8080269153574207,69.25809523809576,W_warmup_6x6,0.5,308,1,,,-175.57333333333298
0.9880952380952381,0.9880952380952381,143,0.0,0.8068148749843845,74.59428571428596,W_warmup_6x6,0.5,162,1,,,-5.717142857142855
0.9880952380952381,0.9880952380952381,144,0.0,0.805604652671908,75.4057142857144,W_warmup_6x6,0.5,138,1,,,10.174285714285668
0.9880952380952381,0.9880952380952381,145,0.0,0.8043962456929001,75.57476190476201,W_warmup_6x6,0.51,133,1,,,14.143333333333318
1.0,1.0,146,0.0,0.8031896513243608,73.41904761904797,W_warmup_6x6,0.51,220,1,,,-64.03809523809522
1.0,1.0,147,0.0,0.8019848668473744,71.59333333333377,W_warmup_6x6,0.52,274,1,,,-122.54380952380961
0.9761904761904762,0.9761904761904762,148,0.0,0.8007818895471034,56.935714285714795,W_warmup_6x6,0.51,315,0,,,-185.44999999999962
0.9761904761904762,0.9761904761904762,149,0.0,0.7995807167127827,56.9357142857148,W_warmup_6x6,0.5,315,0,,,-198.24999999999957
0.9404761904761905,0.9404761904761905,150,0.0,0.7983813456377136,55.778571428571965,W_warmup_6x6,0.5,315,0,,,-199.54999999999956
1.0,1.0,151,0.0,0.7971837736192571,70.29476190476227,W_warmup_6x6,0.51,271,1,,,-126.982380952381
0.9880952380952381,0.9880952380952381,152,0.0,0.7959879979588282,74.86476190476212,W_warmup_6x6,0.51,154,1,,,3.513333333333355
1.0,1.0,153,0.0,0.79479401596189,72.28095238095247,W_warmup_6x6,0.51,230,1,,,-84.97619047619065
0.9880952380952381,0.9880952380952381,154,0.0,0.7936018249379473,76.14952380952391,W_warmup_6x6,0.51,116,1,,,45.75809523809527
0.9404761904761905,0.9404761904761905,155,0.0,0.7924114222005404,55.378571428571945,W_warmup_6x6,0.51,315,0,,,-207.14999999999952
1.0,1.0,156,0.0,0.7912228050672396,71.15380952380988,W_warmup_6x6,0.51,287,1,,,-153.54333333333315
0.9880952380952381,0.9880952380952381,157,0.0,0.7900359708596388,74.42523809523823,W_warmup_6x6,0.52,167,1,,,-10.786190476190523
0.9047619047619048,0.9047619047619048,158,0.0,0.7888509169033494,53.42142857142901,W_warmup_6x6,0.52,315,0,,,-185.84999999999965
0.6785714285714286,0.6785714285714286,159,0.0,0.7876676405279944,38.49285714285755,W_warmup_6x6,0.52,315,0,,,-251.14999999999907
0.9761904761904762,0.9761904761904762,160,0.0,0.7864861390672024,58.13571428571481,W_warmup_6x6,0.51,315,0,,,-186.24999999999966
0.9880952380952381,0.9880952380952381,161,0.0,0.7853064098586017,74.05333333333347,W_warmup_6x6,0.52,178,1,,,-26.57809523809529
0.9642857142857143,0.9642857142857143,162,0.0,0.7841284502438138,57.350000000000385,W_warmup_6x6,0.52,315,0,,,-181.64999999999964
1.0,1.0,163,0.0,0.7829522575684481,72.81047619047646,W_warmup_6x6,0.52,238,1,,,-87.10666666666674
1.0,1.0,164,0.0,0.7817778291820955,72.07238095238131,W_warmup_6x6,0.52,248,1,,,-98.94476190476195
0.9880952380952381,0.9880952380952381,165,0.0,0.7806051624383225,68.75142857142876,W_warmup_6x6,0.53,252,1,,,-102.36000000000017
0.9880952380952381,0.9880952380952381,166,0.0,0.779434254694665,71.15142857142888,W_warmup_6x6,0.53,252,1,,,-94.0600000000001
1.0,1.0,167,0.0,0.778265103312623,73.89238095238122,W_warmup_6x6,0.54,206,1,,,-54.88476190476188
0.8809523809523809,0.8809523809523809,168,0.0,0.7770977056576541,51.85000000000049,W_warmup_6x6,0.54,315,0,,,-172.24999999999977
0.9880952380952381,0.9880952380952381,169,0.0,0.7759320590991676,73.91809523809549,W_warmup_6x6,0.54,182,1,,,-16.993333333333236
1.0,1.0,170,0.0,0.7747681610105189,73.3571428571431,W_warmup_6x6,0.54,210,1,,,-54.0000000000001
0.9166666666666666,0.9166666666666666,171,0.0,0.7736060087690032,54.00714285714328,W_warmup_6x6,0.53,315,0,,,-198.2499999999996
1.0,1.0,172,0.0,0.7724455997558498,71.66666666666711,W_warmup_6x6,0.53,260,1,,,-115.0904761904763
1.0,1.0,173,0.0,0.7712869313562161,69.5085714285719,W_warmup_6x6,0.53,312,1,,,-187.18857142857087
1.0,1.0,174,0.0,0.7701300009591817,76.22523809523827,W_warmup_6x6,0.54,137,1,,,13.928095238095258
1.0,1.0,175,0.0,0.768974805957743,71.05809523809565,W_warmup_6x6,0.55,278,1,,,-117.65904761904781
0.9880952380952381,0.9880952380952381,176,0.0,0.7678213437488065,70.65000000000035,W_warmup_6x6,0.55,255,1,,,-110.62142857142864
0.9523809523809523,0.9523809523809523,177,0.0,0.7666696117331833,56.56428571428609,W_warmup_6x6,0.54,315,0,,,-180.84999999999974
1.0,1.0,178,0.0,0.7655196073155836,72.10047619047647,W_warmup_6x6,0.55,259,1,,,-100.73666666666684
1.0,1.0,179,0.0,0.7643713279046103,72.8895238095241,W_warmup_6x6,0.56,212,1,,,-63.20761904761906
0.9761904761904762,0.9761904761904762,180,0.0,0.7632247709127533,57.335714285714666,W_warmup_6x6,0.56,315,0,,,-170.64999999999975
0.8571428571428571,0.8571428571428571,181,0.0,0.7620799337563843,49.47857142857193,W_warmup_6x6,0.56,315,0,,,-200.24999999999957
0.9642857142857143,0.9642857142857143,182,0.0,0.7609368138557497,57.35000000000045,W_warmup_6x6,0.55,315,0,,,-188.44999999999973
1.0,1.0,183,0.0,0.7597954086349661,71.99904761904803,W_warmup_6x6,0.56,262,1,,,-103.49809523809552
0.9761904761904762,0.9761904761904762,184,0.0,0.7586557155220137,58.135714285714776,W_warmup_6x6,0.55,315,0,,,-177.74999999999966
0.9404761904761905,0.9404761904761905,185,0.0,0.7575177319487307,55.778571428571965,W_warmup_6x6,0.55,315,0,,,-181.14999999999964
0.9880952380952381,0.9880952380952381,186,0.0,0.7563814553508077,70.23285714285761,W_warmup_6x6,0.55,291,1,,,-148.05857142857124
0.9880952380952381,0.9880952380952381,187,0.0,0.7552468831677815,73.24761904761922,W_warmup_6x6,0.56,190,1,,,-39.423809523809425
0.9880952380952381,0.9880952380952381,188,0.0,0.7541140128430299,76.3861904761905,W_warmup_6x6,0.56,109,1,,,46.534761904761865
0.8809523809523809,0.8809523809523809,189,0.0,0.7529828418237654,51.85000000000048,W_warmup_6x6,0.55,315,0,,,-206.04999999999944
0.8809523809523809,0.8809523809523809,190,0.0,0.7518533675610298,51.65000000000048,W_warmup_6x6,0.55,315,0,,,-189.84999999999965
1.0,1.0,191,0.0,0.7507255875096883,75.44761904761927,W_warmup_6x6,0.56,160,1,,,8.390476190476264
0.9523809523809523,0.9523809523809523,192,0.0,0.7495994991284238,56.56428571428622,W_warmup_6x6,0.55,315,0,,,-187.5499999999995
0.8571428571428571,0.8571428571428571,193,0.0,0.7484750998797312,50.2785714285717,W_warmup_6x6,0.54,315,0,,,-209.84999999999954
0.9047619047619048,0.9047619047619048,194,0.0,0.7473523872299116,53.42142857142905,W_warmup_6x6,0.53,315,0,,,-189.6499999999996
1.0,1.0,195,0.0,0.7462313586490668,70.15095238095277,W_warmup_6x6,0.54,293,1,,,-154.8661904761904
0.9285714285714286,0.9285714285714286,196,0.0,0.7451120116110932,54.59285714285748,W_warmup_6x6,0.54,315,0,,,-192.6499999999995
1.0,1.0,197,0.0,0.7439943435936767,72.70904761904792,W_warmup_6x6,0.54,241,1,,,-72.86809523809531
1.0,1.0,198,0.0,0.7428783520782861,76.22523809523815,W_warmup_6x6,0.55,137,1,,,30.928095238095207
0.9880952380952381,0.9880952380952381,199,0.0,0.7417640345501688,74.29000000000019,W_warmup_6x6,0.56,171,1,,,-18.801428571428623
